From	Entry	GeneID	Reviewed
HLA-DPB1	A0A5H2UXZ9		unreviewed
HLA-DPB1	A0A5H2UY00		unreviewed
HLA-DPB1	A0A5H2UY06		unreviewed
HLA-DPB1	A0A5H2UY07		unreviewed
HLA-DPB1	A0A5H2UY14		unreviewed
HLA-DPB1	A0A5H2UY16		unreviewed
HLA-DPB1	A0A5H2UY21		unreviewed
HLA-DPB1	A0A5H2UY23		unreviewed
HLA-DPB1	A0A5H2UY28		unreviewed
HLA-DPB1	A0A5H2UY30		unreviewed
HLA-DPB1	A0A5H2UY34		unreviewed
HLA-DPB1	A0A5H2UY37		unreviewed
HLA-DPB1	A0A5H2UY42		unreviewed
HLA-DPB1	A0A5H2UY44		unreviewed
HLA-DPB1	A0A5H2UY47		unreviewed
HLA-DPB1	A0A5H2UY52		unreviewed
HLA-DPB1	A0A5H2UY55		unreviewed
HLA-DPB1	A0A5H2UY58		unreviewed
HLA-DPB1	A0A5H2UY86		unreviewed
HLA-DPB1	A0A5H2UY94		unreviewed
HLA-DPB1	A0A5H2UYA0		unreviewed
HLA-DPB1	A0A5H2UYA7		unreviewed
HLA-DPB1	A0A5H2UYB6		unreviewed
HLA-DPB1	A0A5H2UYC1		unreviewed
HLA-DPB1	A0A5H2UYC5		unreviewed
HLA-DPB1	A0A5H2UYD4		unreviewed
HLA-DPB1	A0A5H2UYD8		unreviewed
HLA-DPB1	A0A5H2UYE6		unreviewed
HLA-DPB1	A0A5H2UYF3		unreviewed
HLA-DPB1	A0A5H2UYG0		unreviewed
HLA-DPB1	A0A5H2UYG6		unreviewed
HLA-DPB1	A0A5H2UYH4		unreviewed
HLA-DPB1	A0A5H2V018		unreviewed
HLA-DPB1	A0A5H2V025		unreviewed
HLA-DPB1	A0A5H2V031		unreviewed
HLA-DPB1	A0A5H2V038		unreviewed
HLA-DPB1	A0A5H2V045		unreviewed
HLA-DPB1	A0A5H2V052		unreviewed
HLA-DPB1	A0A5H2V056		unreviewed
HLA-DPB1	A0A5H2V063		unreviewed
HLA-DPB1	A0A5H2V070		unreviewed
HLA-DPB1	A0A5H2V076		unreviewed
HLA-DPB1	A0A5H2V084		unreviewed
HLA-DPB1	A0A5H2V090		unreviewed
HLA-DPB1	A0A5H2V099		unreviewed
HLA-DPB1	A0A5H2V0A7		unreviewed
HLA-DPB1	A0A5H2V0B9		unreviewed
HLA-DPB1	A0A5H2V0C5		unreviewed
HLA-DPB1	A0A5H2V0D3		unreviewed
HLA-DPB1	A0A5H2V0E2		unreviewed
HLA-DPB1	A0A5H2V0J6		unreviewed
HLA-DPB1	A0A5H2V0K2		unreviewed
HLA-DPB1	A0A5H2V0L3		unreviewed
HLA-DPB1	A0A5H2V0M0		unreviewed
HLA-DPB1	A0A5H2V0M6		unreviewed
HLA-DPB1	A0A5H2V0N5		unreviewed
HLA-DPB1	A0A5H2V0P0		unreviewed
HLA-DPB1	A0A5H2V0P6		unreviewed
HLA-DPB1	A0A5H2V0Q2		unreviewed
HLA-DPB1	A0A5H2V0Q8		unreviewed
HLA-DPB1	A0A5J6WGA7		unreviewed
HLA-DPB1	A0A5P8I418		unreviewed
HLA-DPB1	A0A5P8NFD9		unreviewed
HLA-DPB1	A0A5P8NFK8		unreviewed
HLA-DPB1	A0A5P8NK40		unreviewed
HLA-DPB1	A0A5P8NK41		unreviewed
HLA-DPB1	A0A5P8NKC1		unreviewed
HLA-DPB1	A0A5Q0QFQ2		unreviewed
HLA-DPB1	A0A649ZU71		unreviewed
HLA-DPB1	A0A649ZUG1		unreviewed
HLA-DPB1	A0A649ZUI4		unreviewed
HLA-DPB1	A0A649ZUK4		unreviewed
HLA-DPB1	A0A649ZUK6		unreviewed
HLA-DPB1	A0A649ZUX3		unreviewed
HLA-DPB1	A0A649ZUY1		unreviewed
HLA-DPB1	A0A649ZV45		unreviewed
HLA-DPB1	A0A649ZV59		unreviewed
HLA-DPB1	A0A649ZV60		unreviewed
HLA-DPB1	A0A649ZV65		unreviewed
HLA-DPB1	A0A678ZEL3		unreviewed
HLA-DPB1	A0A678ZEM3		unreviewed
HLA-DPB1	A0A678ZEN3		unreviewed
HLA-DPB1	A0A678ZEP2		unreviewed
HLA-DPB1	A0A678ZEP4		unreviewed
HLA-DPB1	A0A678ZEQ2		unreviewed
HLA-DPB1	A0A678ZEQ5		unreviewed
HLA-DPB1	A0A678ZEQ8		unreviewed
HLA-DPB1	A0A678ZER3		unreviewed
HLA-DPB1	A0A678ZER6		unreviewed
HLA-DPB1	A0A678ZER7		unreviewed
HLA-DPB1	A0A678ZES3		unreviewed
HLA-DPB1	A0A678ZES6		unreviewed
HLA-DPB1	A0A678ZES7		unreviewed
HLA-DPB1	A0A678ZET3		unreviewed
HLA-DPB1	A0A678ZET8		unreviewed
HLA-DPB1	A0A678ZET9		unreviewed
HLA-DPB1	A0A678ZEU5		unreviewed
HLA-DPB1	A0A678ZEU8		unreviewed
HLA-DPB1	A0A678ZEU9		unreviewed
HLA-DPB1	A0A678ZEV6		unreviewed
HLA-DPB1	A0A678ZEV8		unreviewed
HLA-DPB1	A0A678ZEV9		unreviewed
HLA-DPB1	A0A678ZEW4		unreviewed
HLA-DPB1	A0A678ZEW8		unreviewed
HLA-DPB1	A0A678ZEW9		unreviewed
HLA-DPB1	A0A678ZEX3		unreviewed
HLA-DPB1	A0A678ZEX8		unreviewed
HLA-DPB1	A0A678ZEX9		unreviewed
HLA-DPB1	A0A678ZEY2		unreviewed
HLA-DPB1	A0A678ZEY8		unreviewed
HLA-DPB1	A0A678ZEZ1		unreviewed
HLA-DPB1	A0A678ZEZ2		unreviewed
HLA-DPB1	A0A678ZEZ8		unreviewed
HLA-DPB1	A0A678ZEZ9		unreviewed
HLA-DPB1	A0A678ZF02		unreviewed
HLA-DPB1	A0A678ZF08		unreviewed
HLA-DPB1	A0A678ZF10		unreviewed
HLA-DPB1	A0A678ZF13		unreviewed
HLA-DPB1	A0A678ZF18		unreviewed
HLA-DPB1	A0A678ZF21		unreviewed
HLA-DPB1	A0A678ZF23		unreviewed
HLA-DPB1	A0A678ZF28		unreviewed
HLA-DPB1	A0A678ZF32		unreviewed
HLA-DPB1	A0A678ZF33		unreviewed
HLA-DPB1	A0A678ZF40		unreviewed
HLA-DPB1	A0A678ZF41		unreviewed
HLA-DPB1	A0A678ZF43		unreviewed
HLA-DPB1	A0A678ZF46		unreviewed
HLA-DPB1	A0A678ZF49		unreviewed
HLA-DPB1	A0A678ZF50		unreviewed
HLA-DPB1	A0A678ZF56		unreviewed
HLA-DPB1	A0A678ZF57		unreviewed
HLA-DPB1	A0A678ZF61		unreviewed
HLA-DPB1	A0A678ZF64		unreviewed
HLA-DPB1	A0A678ZF68		unreviewed
HLA-DPB1	A0A678ZF71		unreviewed
HLA-DPB1	A0A678ZF73		unreviewed
HLA-DPB1	A0A678ZF75		unreviewed
HLA-DPB1	A0A678ZF77		unreviewed
HLA-DPB1	A0A678ZF80		unreviewed
HLA-DPB1	A0A678ZF82		unreviewed
HLA-DPB1	A0A678ZF83		unreviewed
HLA-DPB1	A0A678ZF86		unreviewed
HLA-DPB1	A0A678ZF88		unreviewed
HLA-DPB1	A0A678ZF89		unreviewed
HLA-DPB1	A0A678ZF91		unreviewed
HLA-DPB1	A0A678ZF94		unreviewed
HLA-DPB1	A0A678ZF95		unreviewed
HLA-DPB1	A0A678ZF96		unreviewed
HLA-DPB1	A0A678ZFA0		unreviewed
HLA-DPB1	A0A678ZFA1		unreviewed
HLA-DPB1	A0A678ZFA2		unreviewed
HLA-DPB1	A0A678ZFA6		unreviewed
HLA-DPB1	A0A678ZFA9		unreviewed
HLA-DPB1	A0A678ZFB0		unreviewed
HLA-DPB1	A0A678ZFB6		unreviewed
HLA-DPB1	A0A678ZFB8		unreviewed
HLA-DPB1	A0A678ZFB9		unreviewed
HLA-DPB1	A0A678ZFC6		unreviewed
HLA-DPB1	A0A678ZFC9		unreviewed
HLA-DPB1	A0A678ZFD4		unreviewed
HLA-DPB1	A0A678ZFD7		unreviewed
HLA-DPB1	A0A678ZFD9		unreviewed
HLA-DPB1	A0A678ZFE2		unreviewed
HLA-DPB1	A0A678ZFE7		unreviewed
HLA-DPB1	A0A678ZFE9		unreviewed
HLA-DPB1	A0A678ZFF2		unreviewed
HLA-DPB1	A0A678ZFF7		unreviewed
HLA-DPB1	A0A678ZFF9		unreviewed
HLA-DPB1	A0A678ZFG2		unreviewed
HLA-DPB1	A0A678ZFG5		unreviewed
HLA-DPB1	A0A678ZFH1		unreviewed
HLA-DPB1	A0A678ZFH7		unreviewed
HLA-DPB1	A0A678ZFH8		unreviewed
HLA-DPB1	A0A678ZFI3		unreviewed
HLA-DPB1	A0A678ZFI7		unreviewed
HLA-DPB1	A0A678ZFI8		unreviewed
HLA-DPB1	A0A678ZFJ1		unreviewed
HLA-DPB1	A0A678ZFJ7		unreviewed
HLA-DPB1	A0A678ZFJ8		unreviewed
HLA-DPB1	A0A678ZFK2		unreviewed
HLA-DPB1	A0A678ZFK8		unreviewed
HLA-DPB1	A0A678ZFK9		unreviewed
HLA-DPB1	A0A678ZFL2		unreviewed
HLA-DPB1	A0A678ZFL8		unreviewed
HLA-DPB1	A0A678ZFL9		unreviewed
HLA-DPB1	A0A678ZFM1		unreviewed
HLA-DPB1	A0A678ZFM7		unreviewed
HLA-DPB1	A0A678ZFM8		unreviewed
HLA-DPB1	A0A678ZFN1		unreviewed
HLA-DPB1	A0A678ZFN7		unreviewed
HLA-DPB1	A0A678ZFN8		unreviewed
HLA-DPB1	A0A678ZFP0		unreviewed
HLA-DPB1	A0A678ZFP6		unreviewed
HLA-DPB1	A0A678ZFP7		unreviewed
HLA-DPB1	A0A678ZFQ2		unreviewed
HLA-DPB1	A0A678ZFQ6		unreviewed
HLA-DPB1	A0A678ZFQ7		unreviewed
HLA-DPB1	A0A678ZFR1		unreviewed
HLA-DPB1	A0A678ZFR3		unreviewed
HLA-DPB1	A0A678ZFR5		unreviewed
HLA-DPB1	A0A678ZFS1		unreviewed
HLA-DPB1	A0A678ZFS2		unreviewed
HLA-DPB1	A0A678ZFT3		unreviewed
HLA-DPB1	A0A678ZFU5		unreviewed
HLA-DPB1	A0A678ZFV2		unreviewed
HLA-DPB1	A0A678ZFZ0		unreviewed
HLA-DPB1	A0A678ZG25		unreviewed
HLA-DPB1	A0A678ZG35		unreviewed
HLA-DPB1	A0A678ZG44		unreviewed
HLA-DPB1	A0A678ZG53		unreviewed
HLA-DPB1	A0A678ZG64		unreviewed
HLA-DPB1	A0A678ZG74		unreviewed
HLA-DPB1	A0A678ZG84		unreviewed
HLA-DPB1	A0A678ZG93		unreviewed
HLA-DPB1	A0A678ZGA6		unreviewed
HLA-DPB1	A0A678ZGB7		unreviewed
HLA-DPB1	A0A678ZGC5		unreviewed
HLA-DPB1	A0A678ZGD5		unreviewed
HLA-DPB1	A0A678ZGE5		unreviewed
HLA-DPB1	A0A678ZGF7		unreviewed
HLA-DPB1	A0A678ZGG7		unreviewed
HLA-DPB1	A0A678ZGH7		unreviewed
HLA-DPB1	A0A678ZGI8		unreviewed
HLA-DPB1	A0A678ZGJ8		unreviewed
HLA-DPB1	A0A678ZGK7		unreviewed
HLA-DPB1	A0A678ZGM2		unreviewed
HLA-DPB1	A0A678ZGN6		unreviewed
HLA-DPB1	A0A678ZGP7		unreviewed
HLA-DPB1	A0A678ZGQ6		unreviewed
HLA-DPB1	A0A678ZGR6		unreviewed
HLA-DPB1	A0A678ZGS7		unreviewed
HLA-DPB1	A0A678ZGT7		unreviewed
HLA-DPB1	A0A678ZGU8		unreviewed
HLA-DPB1	A0A678ZGV9		unreviewed
HLA-DPB1	A0A678ZGX5		unreviewed
HLA-DPB1	A0A678ZGY4		unreviewed
HLA-DPB1	A0A678ZGZ3		unreviewed
HLA-DPB1	A0A678ZH03		unreviewed
HLA-DPB1	A0A678ZH13		unreviewed
HLA-DPB1	A0A678ZH25		unreviewed
HLA-DPB1	A0A678ZH36		unreviewed
HLA-DPB1	A0A678ZH48		unreviewed
HLA-DPB1	A0A678ZH84		unreviewed
HLA-DPB1	A0A678ZH93		unreviewed
HLA-DPB1	A0A678ZHA2		unreviewed
HLA-DPB1	A0A678ZHB3		unreviewed
HLA-DPB1	A0A678ZHC5		unreviewed
HLA-DPB1	A0A678ZHD3		unreviewed
HLA-DPB1	A0A678ZHE3		unreviewed
HLA-DPB1	A0A678ZIJ5		unreviewed
HLA-DPB1	A0A678ZIK6		unreviewed
HLA-DPB1	A0A678ZIL9		unreviewed
HLA-DPB1	A0A678ZIN0		unreviewed
HLA-DPB1	A0A678ZIP0		unreviewed
HLA-DPB1	A0A678ZIQ0		unreviewed
HLA-DPB1	A0A678ZIR0		unreviewed
HLA-DPB1	A0A678ZIS0		unreviewed
HLA-DPB1	A0A678ZIT1		unreviewed
HLA-DPB1	A0A678ZIU0		unreviewed
HLA-DPB1	A0A678ZIV1		unreviewed
HLA-DPB1	A0A678ZIW1		unreviewed
HLA-DPB1	A0A678ZIX3		unreviewed
HLA-DPB1	A0A678ZIY3		unreviewed
HLA-DPB1	A0A678ZIZ3		unreviewed
HLA-DPB1	A0A678ZJ04		unreviewed
HLA-DPB1	A0A678ZJ14		unreviewed
HLA-DPB1	A0A678ZJ25		unreviewed
HLA-DPB1	A0A678ZJ32		unreviewed
HLA-DPB1	A0A678ZJ36		unreviewed
HLA-DPB1	A0A678ZJ41		unreviewed
HLA-DPB1	A0A678ZJ43		unreviewed
HLA-DPB1	A0A678ZJ52		unreviewed
HLA-DPB1	A0A678ZJ56		unreviewed
HLA-DPB1	A0A678ZJ61		unreviewed
HLA-DPB1	A0A678ZJ67		unreviewed
HLA-DPB1	A0A678ZJ74		unreviewed
HLA-DPB1	A0A678ZJ75		unreviewed
HLA-DPB1	A0A678ZJ84		unreviewed
HLA-DPB1	A0A678ZJ90		unreviewed
HLA-DPB1	A0A678ZJ96		unreviewed
HLA-DPB1	A0A678ZJA1		unreviewed
HLA-DPB1	A0A678ZJA6		unreviewed
HLA-DPB1	A0A678ZJB2		unreviewed
HLA-DPB1	A0A678ZJB5		unreviewed
HLA-DPB1	A0A678ZJC2		unreviewed
HLA-DPB1	A0A678ZJC3		unreviewed
HLA-DPB1	A0A678ZJC9		unreviewed
HLA-DPB1	A0A678ZJD4		unreviewed
HLA-DPB1	A0A678ZJD7		unreviewed
HLA-DPB1	A0A678ZJE6		unreviewed
HLA-DPB1	A0A678ZJE7		unreviewed
HLA-DPB1	A0A678ZJF7		unreviewed
HLA-DPB1	A0A678ZJF8		unreviewed
HLA-DPB1	A0A678ZJG6		unreviewed
HLA-DPB1	A0A678ZJG9		unreviewed
HLA-DPB1	A0A678ZJH5		unreviewed
HLA-DPB1	A0A678ZJI2		unreviewed
HLA-DPB1	A0A678ZJJ1		unreviewed
HLA-DPB1	A0A678ZJJ3		unreviewed
HLA-DPB1	A0A678ZJK2		unreviewed
HLA-DPB1	A0A678ZJK5		unreviewed
HLA-DPB1	A0A678ZJL3		unreviewed
HLA-DPB1	A0A678ZJL5		unreviewed
HLA-DPB1	A0A678ZJM4		unreviewed
HLA-DPB1	A0A678ZJM5		unreviewed
HLA-DPB1	A0A678ZJN5		unreviewed
HLA-DPB1	A0A678ZJN6		unreviewed
HLA-DPB1	A0A678ZJP7		unreviewed
HLA-DPB1	A0A678ZJP9		unreviewed
HLA-DPB1	A0A678ZJQ8		unreviewed
HLA-DPB1	A0A678ZJR1		unreviewed
HLA-DPB1	A0A678ZJS0		unreviewed
HLA-DPB1	A0A678ZJS3		unreviewed
HLA-DPB1	A0A678ZJT3		unreviewed
HLA-DPB1	A0A678ZJT4		unreviewed
HLA-DPB1	A0A678ZJU3		unreviewed
HLA-DPB1	A0A678ZJU4		unreviewed
HLA-DPB1	A0A678ZJV4		unreviewed
HLA-DPB1	A0A678ZJW3		unreviewed
HLA-DPB1	A0A678ZJX4		unreviewed
HLA-DPB1	A0A678ZJY7		unreviewed
HLA-DPB1	A0A678ZJZ7		unreviewed
HLA-DPB1	A0A678ZK06		unreviewed
HLA-DPB1	A0A678ZK20		unreviewed
HLA-DPB1	A0A678ZK30		unreviewed
HLA-DPB1	A0A678ZK45		unreviewed
HLA-DPB1	A0A678ZK56		unreviewed
HLA-DPB1	A0A678ZK67		unreviewed
HLA-DPB1	A0A678ZK77		unreviewed
HLA-DPB1	A0A678ZK90		unreviewed
HLA-DPB1	A0A678ZKA1		unreviewed
HLA-DPB1	A0A678ZKB2		unreviewed
HLA-DPB1	A0A678ZKC1		unreviewed
HLA-DPB1	A0A678ZKD1		unreviewed
HLA-DPB1	A0A678ZKE3		unreviewed
HLA-DPB1	A0A678ZUD3		unreviewed
HLA-DPB1	A0A678ZUE7		unreviewed
HLA-DPB1	A0A678ZUF9		unreviewed
HLA-DPB1	A0A678ZUH1		unreviewed
HLA-DPB1	A0A678ZUI4		unreviewed
HLA-DPB1	A0A678ZUJ7		unreviewed
HLA-DPB1	A0A678ZUL1		unreviewed
HLA-DPB1	A0A678ZUM5		unreviewed
HLA-DPB1	A0A678ZUN6		unreviewed
HLA-DPB1	A0A678ZUP4		unreviewed
HLA-DPB1	A0A678ZUP8		unreviewed
HLA-DPB1	A0A678ZUQ4		unreviewed
HLA-DPB1	A0A678ZUQ7		unreviewed
HLA-DPB1	A0A678ZUR1		unreviewed
HLA-DPB1	A0A678ZUR5		unreviewed
HLA-DPB1	A0A678ZUS0		unreviewed
HLA-DPB1	A0A678ZUS5		unreviewed
HLA-DPB1	A0A678ZUT0		unreviewed
HLA-DPB1	A0A678ZUT4		unreviewed
HLA-DPB1	A0A678ZUT8		unreviewed
HLA-DPB1	A0A678ZUU3		unreviewed
HLA-DPB1	A0A678ZUU7		unreviewed
HLA-DPB1	A0A678ZUV8		unreviewed
HLA-DPB1	A0A678ZUX4		unreviewed
HLA-DPB1	A0A678ZUY8		unreviewed
HLA-DPB1	A0A678ZV05		unreviewed
HLA-DPB1	A0A678ZV21		unreviewed
HLA-DPB1	A0A678ZV33		unreviewed
HLA-DPB1	A0A678ZV37		unreviewed
HLA-DPB1	A0A678ZV41		unreviewed
HLA-DPB1	A0A678ZV45		unreviewed
HLA-DPB1	A0A678ZV48		unreviewed
HLA-DPB1	A0A678ZV51		unreviewed
HLA-DPB1	A0A678ZV56		unreviewed
HLA-DPB1	A0A678ZV60		unreviewed
HLA-DPB1	A0A678ZV64		unreviewed
HLA-DPB1	A0A678ZV68		unreviewed
HLA-DPB1	A0A678ZV73		unreviewed
HLA-DPB1	A0A678ZV79		unreviewed
HLA-DPB1	A0A678ZV84		unreviewed
HLA-DPB1	A0A678ZV87		unreviewed
HLA-DPB1	A0A678ZV92		unreviewed
HLA-DPB1	A0A678ZV94		unreviewed
HLA-DPB1	A0A678ZV98		unreviewed
HLA-DPB1	A0A678ZVA3		unreviewed
HLA-DPB1	A0A678ZVA8		unreviewed
HLA-DPB1	A0A678ZVB2		unreviewed
HLA-DPB1	A0A678ZVB6		unreviewed
HLA-DPB1	A0A678ZVC0		unreviewed
HLA-DPB1	A0A678ZVC5		unreviewed
HLA-DPB1	A0A678ZVC9		unreviewed
HLA-DPB1	A0A678ZVD5		unreviewed
HLA-DPB1	A0A678ZVD8		unreviewed
HLA-DPB1	A0A678ZVE3		unreviewed
HLA-DPB1	A0A678ZVE8		unreviewed
HLA-DPB1	A0A678ZVF2		unreviewed
HLA-DPB1	A0A678ZVF6		unreviewed
HLA-DPB1	A0A678ZVF8		unreviewed
HLA-DPB1	A0A678ZVG2		unreviewed
HLA-DPB1	A0A678ZVG7		unreviewed
HLA-DPB1	A0A678ZVH2		unreviewed
HLA-DPB1	A0A678ZVH4		unreviewed
HLA-DPB1	A0A678ZVH5		unreviewed
HLA-DPB1	A0A678ZVH9		unreviewed
HLA-DPB1	A0A678ZVI1		unreviewed
HLA-DPB1	A0A678ZVI3		unreviewed
HLA-DPB1	A0A678ZVI6		unreviewed
HLA-DPB1	A0A678ZVI7		unreviewed
HLA-DPB1	A0A678ZVJ1		unreviewed
HLA-DPB1	A0A678ZVJ2		unreviewed
HLA-DPB1	A0A678ZVJ9		unreviewed
HLA-DPB1	A0A678ZVK0		unreviewed
HLA-DPB1	A0A678ZVK2		unreviewed
HLA-DPB1	A0A678ZVK3		unreviewed
HLA-DPB1	A0A678ZVK5		unreviewed
HLA-DPB1	A0A678ZVK7		unreviewed
HLA-DPB1	A0A678ZVL0		unreviewed
HLA-DPB1	A0A678ZVL1		unreviewed
HLA-DPB1	A0A678ZVL3		unreviewed
HLA-DPB1	A0A678ZVL7		unreviewed
HLA-DPB1	A0A678ZVL8		unreviewed
HLA-DPB1	A0A678ZVM3		unreviewed
HLA-DPB1	A0A678ZVM4		unreviewed
HLA-DPB1	A0A678ZVM8		unreviewed
HLA-DPB1	A0A678ZVN2		unreviewed
HLA-DPB1	A0A678ZVN4		unreviewed
HLA-DPB1	A0A678ZVN8		unreviewed
HLA-DPB1	A0A678ZVN9		unreviewed
HLA-DPB1	A0A678ZVP4		unreviewed
HLA-DPB1	A0A678ZVP5		unreviewed
HLA-DPB1	A0A678ZVP9		unreviewed
HLA-DPB1	A0A678ZVQ0		unreviewed
HLA-DPB1	A0A678ZVQ3		unreviewed
HLA-DPB1	A0A678ZVQ6		unreviewed
HLA-DPB1	A0A678ZVQ9		unreviewed
HLA-DPB1	A0A678ZVR2		unreviewed
HLA-DPB1	A0A678ZVR4		unreviewed
HLA-DPB1	A0A678ZVR6		unreviewed
HLA-DPB1	A0A678ZVS1		unreviewed
HLA-DPB1	A0A678ZVS2		unreviewed
HLA-DPB1	A0A678ZVS5		unreviewed
HLA-DPB1	A0A678ZVS7		unreviewed
HLA-DPB1	A0A678ZVT1		unreviewed
HLA-DPB1	A0A678ZVT2		unreviewed
HLA-DPB1	A0A678ZVT5		unreviewed
HLA-DPB1	A0A678ZVT7		unreviewed
HLA-DPB1	A0A678ZVU3		unreviewed
HLA-DPB1	A0A678ZVU4		unreviewed
HLA-DPB1	A0A678ZVV0		unreviewed
HLA-DPB1	A0A678ZVV6		unreviewed
HLA-DPB1	A0A678ZVW1		unreviewed
HLA-DPB1	A0A678ZVW5		unreviewed
HLA-DPB1	A0A678ZVX1		unreviewed
HLA-DPB1	A0A678ZVX7		unreviewed
HLA-DPB1	A0A678ZVY2		unreviewed
HLA-DPB1	A0A678ZVY8		unreviewed
HLA-DPB1	A0A678ZVZ3		unreviewed
HLA-DPB1	A0A678ZVZ9		unreviewed
HLA-DPB1	A0A678ZW03		unreviewed
HLA-DPB1	A0A678ZW10		unreviewed
HLA-DPB1	A0A678ZW16		unreviewed
HLA-DPB1	A0A678ZW21		unreviewed
HLA-DPB1	A0A678ZW28		unreviewed
HLA-DPB1	A0A678ZW35		unreviewed
HLA-DPB1	A0A678ZW42		unreviewed
HLA-DPB1	A0A678ZW48		unreviewed
HLA-DPB1	A0A678ZW54		unreviewed
HLA-DPB1	A0A678ZX82		unreviewed
HLA-DPB1	A0A678ZX89		unreviewed
HLA-DPB1	A0A678ZX95		unreviewed
HLA-DPB1	A0A678ZXA2		unreviewed
HLA-DPB1	A0A678ZXA9		unreviewed
HLA-DPB1	A0A678ZXB6		unreviewed
HLA-DPB1	A0A678ZXC4		unreviewed
HLA-DPB1	A0A678ZXD1		unreviewed
HLA-DPB1	A0A678ZXD8		unreviewed
HLA-DPB1	A0A678ZXE6		unreviewed
HLA-DPB1	A0A678ZXF3		unreviewed
HLA-DPB1	A0A678ZXG1		unreviewed
HLA-DPB1	A0A678ZXG8		unreviewed
HLA-DPB1	A0A678ZXH4		unreviewed
HLA-DPB1	A0A678ZXI1		unreviewed
HLA-DPB1	A0A678ZXI7		unreviewed
HLA-DPB1	A0A678ZXJ3		unreviewed
HLA-DPB1	A0A678ZXK1		unreviewed
HLA-DPB1	A0A678ZXK8		unreviewed
HLA-DPB1	A0A678ZXL1		unreviewed
HLA-DPB1	A0A678ZXL8		unreviewed
HLA-DPB1	A0A678ZXM6		unreviewed
HLA-DPB1	A0A678ZXN3		unreviewed
HLA-DPB1	A0A678ZXN6		unreviewed
HLA-DPB1	A0A678ZXP2		unreviewed
HLA-DPB1	A0A678ZXQ0		unreviewed
HLA-DPB1	A0A678ZXQ4		unreviewed
HLA-DPB1	A0A678ZXQ9		unreviewed
HLA-DPB1	A0A678ZXS5		unreviewed
HLA-DPB1	A0A678ZXT3		unreviewed
HLA-DPB1	A0A678ZXU4		unreviewed
HLA-DPB1	A0A678ZXV7		unreviewed
HLA-DPB1	A0A678ZXW7		unreviewed
HLA-DPB1	A0A678ZXX8		unreviewed
HLA-DPB1	A0A678ZXZ1		unreviewed
HLA-DPB1	A0A678ZY02		unreviewed
HLA-DPB1	A0A678ZY12		unreviewed
HLA-DPB1	A0A678ZY45		unreviewed
HLA-DPB1	A0A678ZY59		unreviewed
HLA-DPB1	A0A678ZY72		unreviewed
HLA-DPB1	A0A678ZY87		unreviewed
HLA-DPB1	A0A678ZYA5		unreviewed
HLA-DPB1	A0A6B7G0T2		unreviewed
HLA-DPB1	A0A6B7G0T8		unreviewed
HLA-DPB1	A0A6B7G0U3		unreviewed
HLA-DPB1	A0A6B7G0U5		unreviewed
HLA-DPB1	A0A6B7G0V1		unreviewed
HLA-DPB1	A0A6B7G0V3		unreviewed
HLA-DPB1	A0A6B7G0V5		unreviewed
HLA-DPB1	A0A6B7G0W2		unreviewed
HLA-DPB1	A0A6B7G0W8		unreviewed
HLA-DPB1	A0A6B7G0X2		unreviewed
HLA-DPB1	A0A6B7G0X7		unreviewed
HLA-DPB1	A0A6B7G0Y4		unreviewed
HLA-DPB1	A0A6B7G0Y8		unreviewed
HLA-DPB1	A0A6B7G0Z3		unreviewed
HLA-DPB1	A0A6B7G0Z9		unreviewed
HLA-DPB1	A0A6B7G103		unreviewed
HLA-DPB1	A0A6B7G115		unreviewed
HLA-DPB1	A0A6B7G119		unreviewed
HLA-DPB1	A0A6B7G120		unreviewed
HLA-DPB1	A0A6B7G122		unreviewed
HLA-DPB1	A0A6B7G128		unreviewed
HLA-DPB1	A0A6B7G130		unreviewed
HLA-DPB1	A0A6B7G131		unreviewed
HLA-DPB1	A0A6B7G134		unreviewed
HLA-DPB1	A0A6B7G136		unreviewed
HLA-DPB1	A0A6B7G138		unreviewed
HLA-DPB1	A0A6B7G139		unreviewed
HLA-DPB1	A0A6B7G142		unreviewed
HLA-DPB1	A0A6B7G145		unreviewed
HLA-DPB1	A0A6B7G147		unreviewed
HLA-DPB1	A0A6B7G149		unreviewed
HLA-DPB1	A0A6B7G150		unreviewed
HLA-DPB1	A0A6B7G157		unreviewed
HLA-DPB1	A0A6B7G158		unreviewed
HLA-DPB1	A0A6B7G161		unreviewed
HLA-DPB1	A0A6B7G164		unreviewed
HLA-DPB1	A0A6B7G165		unreviewed
HLA-DPB1	A0A6B7G168		unreviewed
HLA-DPB1	A0A6B7G171		unreviewed
HLA-DPB1	A0A6B7G172		unreviewed
HLA-DPB1	A0A6B7G176		unreviewed
HLA-DPB1	A0A6B7G180		unreviewed
HLA-DPB1	A0A6B7G183		unreviewed
HLA-DPB1	A0A6B7G186		unreviewed
HLA-DPB1	A0A6B7G190		unreviewed
HLA-DPB1	A0A6B7G192		unreviewed
HLA-DPB1	A0A6B7G197		unreviewed
HLA-DPB1	A0A6B7G198		unreviewed
HLA-DPB1	A0A6B7G1A3		unreviewed
HLA-DPB1	A0A6B7G1A4		unreviewed
HLA-DPB1	A0A6B7G1A9		unreviewed
HLA-DPB1	A0A6B7G1B0		unreviewed
HLA-DPB1	A0A6B7G1B1		unreviewed
HLA-DPB1	A0A6B7G1B7		unreviewed
HLA-DPB1	A0A6B7G1B8		unreviewed
HLA-DPB1	A0A6B7G1B9		unreviewed
